Delphinus_KFOLD_5,S_attenuata_KFOLD_5,S_bredanensis_KFOLD_5,S_clymene_KFOLD_5,S_frontalis_KFOLD_5,S_longirostris_KFOLD_5,T_truncatus_KFOLD_5,Species_Classification,UID,EncounterNumber,KnownSpecies
0.04529197116107408,0.22214347685654096,0.27242983054090625,0.00806846417358289,0.2926989880248012,0.03995884022836028,0.1194084290147344,S_frontalis,3633,PMC_9_A98,T_truncatus
0.14004056683945704,0.0732641733198305,0.027008409336969574,0.3305400700605392,0.10438477942551247,0.06801902317735267,0.2567429778403386,T_truncatus,3634,PMC_9_A98,T_truncatus
0.025432414178910574,0.25740933373345154,0.0019477928521448376,0.34141100992385265,0.15190572370971595,0.1288877728906117,0.09300595271131273,S_clymene,3635,PMC_9_A98,T_truncatus
0.18344014288705485,0.08396724362177606,0.05224419602350372,0.10707632782080309,0.3662682263702619,0.09785881474822496,0.10914504852837555,S_frontalis,3636,PMC_99_A01,T_truncatus
0.13183201026939323,0.23858483719825233,0.010205632786426218,0.11299891019356896,0.03277479340313356,0.11773829411861673,0.35586552203060895,T_truncatus,3637,PMC_99_A01,T_truncatus
0.2686789575423885,0.07180356982077059,0.20791347568296176,0.059510524659117256,0.055204067526924236,0.25011972908856844,0.08676967567926928,S_longirostris,3638,PMC_99_A01,T_truncatus
0.03247306041344581,0.316671276078511,0.0007591285460833016,0.20685722727031544,0.052625083340752145,0.19883280240970017,0.1917814219411921,S_clymene,3639,PMC_99_A01,T_truncatus
0.09492894608436482,0.06423071780875922,0.006019938950789967,0.5120443513302675,0.0966561753553753,0.07398889828994723,0.15213097218049604,S_clymene,3640,PMC_99_A01,T_truncatus
0.08075931746531466,0.2620079568038923,0.03209402396455106,0.04565354083996441,0.22811626975790245,0.1845305288397487,0.16683836232862648,S_attenuata,3641,PMC_99_A01,T_truncatus
0.11571643515649539,0.182591059303889,0.006730937056016922,0.09720948881170553,0.05146679258976302,0.11626866481111983,0.43001662227101034,T_truncatus,3642,PMC_99_A01,T_truncatus
0.07370358922249717,0.14952878352443857,0.002781320779552977,0.14006595574810082,0.028209116233265424,0.11701753529706008,0.488693699195085,T_truncatus,3643,PMC_99_A01,T_truncatus
0.07655848210850442,0.2088118540335188,0.009514568092746216,0.1409983683123992,0.05120446726182722,0.31782638809993186,0.19508587209107237,S_attenuata,3644,PMC_99_A01,T_truncatus
0.1908048940140774,0.10050904629353963,0.013888779261135015,0.04991092780355362,0.009805849199518824,0.2401557665115452,0.3949247369166303,T_truncatus,3645,PMC_99_A01,T_truncatus
0.08556775565837152,0.1870907992647771,0.001092511080878386,0.3139787806357892,0.030465080560672146,0.1676058846570822,0.2141991881424295,S_longirostris,3646,PMC_99_A01,T_truncatus
0.1134657231201325,0.14192524672505258,0.02219379714940149,0.10070443540175951,0.21920303047388762,0.2363642489400403,0.166143518189726,S_longirostris,3647,PMC_99_A01,T_truncatus
0.019814041054196374,0.18473743258017028,0.003994463605783061,0.13319804766489984,0.4183714505834841,0.02324630814879249,0.21663825636267386,S_frontalis,3648,PMC_99_A01,T_truncatus
0.3061326202191216,0.06923081938245446,0.1006454120794084,0.03536881088432497,0.09385611805329483,0.3142793460387815,0.08048687334261437,S_longirostris,3649,PMC_99_A01,T_truncatus
0.07725760230736331,0.046893380894105566,0.014372922044800715,0.38800211368368653,0.23600875520516568,0.05305149986029718,0.18441372600458097,S_frontalis,3650,PMC_99_A01,T_truncatus
0.023987554324171968,0.2343627712940481,0.002434419369069165,0.11069322897341585,0.37654602710227153,0.0288180644626436,0.22315793447437976,S_frontalis,3651,PMC_99_A01,T_truncatus
0.11902996291494232,0.11649473427341546,0.04381807069494724,0.07339459147792193,0.47261614764448545,0.06027447816261498,0.11437201483167285,S_frontalis,3652,PMC_99_A01,T_truncatus
0.12469032642800137,0.10207898962898757,0.0509795756075702,0.06008867585574231,0.477511916337871,0.05124167680261358,0.13340883933921394,S_frontalis,3653,PMC_99_A01,T_truncatus
0.09806384051871185,0.1890165775591539,0.03475383175001856,0.21377126482287587,0.08000762921743168,0.06830683250610006,0.3160800236257081,T_truncatus,3654,PMC_99_A01,T_truncatus
0.10606349210093877,0.11802991564134677,0.01316876283112181,0.0991278592762965,0.36384616460503005,0.03107649163320129,0.26868731391206485,S_frontalis,3655,PMC_99_A01,T_truncatus
0.28164343339960124,0.15069828412622838,0.030066764696691554,0.06986276020552187,0.024788745513267964,0.08350998203484031,0.35943003002384877,T_truncatus,3656,PMC_99_A01,T_truncatus
0.32346994694769304,0.15525947212939323,0.05274506598998481,0.04903572531575431,0.05284771166454283,0.05346213451146997,0.31317994344116185,Delphinus,3657,PMC_99_A01,T_truncatus
0.2218261921947325,0.18391466703570183,0.034996173645441706,0.19582548882127643,0.031842917855516885,0.0839640682479374,0.24763049219939326,Delphinus,3658,PMC_99_A01,T_truncatus
0.2697595821107361,0.10664054013693776,0.07476023081857631,0.06926007342858574,0.27749995938470606,0.10961303256584412,0.09246658155461392,Delphinus,3659,PMC_99_A01,T_truncatus
