Delphinus_KFOLD_5,S_attenuata_KFOLD_5,S_bredanensis_KFOLD_5,S_clymene_KFOLD_5,S_frontalis_KFOLD_5,S_longirostris_KFOLD_5,T_truncatus_KFOLD_5,Species_Classification,UID,KnownSpecies,EncounterNumber
0.43065234487734483,0.026648051948051952,0.03323571428571428,0.31855,0.05920039682539683,0.02384920634920635,0.10786428571428572,Delphinus,0,Delphinus,PMC_12_A15
0.5111925647674216,0.027241074414715717,0.03600305944055944,0.2420474999638043,0.08943055069930071,0.03603179824561403,0.058053452468584045,Delphinus,1,Delphinus,PMC_12_A15
0.3136433849348484,0.20868669606255816,0.03195620842572062,0.16799326327267505,0.11511592851592854,0.07747449119507943,0.08513002759318991,Delphinus,2,Delphinus,PMC_12_A15
0.6388992561905522,0.0848596762243619,0.03862449102211593,0.044181691850341986,0.02992852712501155,0.030803396515688666,0.13270296107192778,Delphinus,3,Delphinus,PMC_12_A15
0.23520611949694875,0.0690554203480773,0.024627865612648223,0.09005162639801083,0.016676783468104223,0.18844800744450055,0.37593417723171,T_truncatus,4,Delphinus,PMC_12_A15
0.6305964741993948,0.01943268341135988,0.01483523763470572,0.02123828541978738,0.10025336580508835,0.13339895156525403,0.08024500196440987,Delphinus,5,Delphinus,PMC_12_A15
0.48362784233757516,0.021635116412699554,0.022929155253438537,0.31486772173184413,0.043296555299744674,0.02213538677468932,0.09150822219000844,Delphinus,6,Delphinus,PMC_12_A15
0.41656092749867973,0.11510186172509221,0.031244648200762597,0.0735062320019841,0.03332615652829631,0.11486964996093803,0.21539052408424691,Delphinus,7,Delphinus,PMC_12_A15
0.48441745030813455,0.10898799796433618,0.008396594427244582,0.011276501352319092,0.044726540151899384,0.049452988297416005,0.29274192749865025,Delphinus,8,Delphinus,PMC_12_A15
0.24187571402970032,0.2037116821686708,0.02572253648670793,0.08280231656007915,0.045829008584294964,0.03099201329090797,0.36906672887963893,T_truncatus,9,Delphinus,PMC_12_A15
0.680764935406713,0.062139158670291676,0.017088810930153096,0.008484885905581744,0.01273178255353178,0.015456807117296035,0.20333361941643271,Delphinus,10,Delphinus,PMC_12_A15
0.36946717301332527,0.03654511385199241,0.03208333333333334,0.014772727272727272,0.07260342240959455,0.45265538065666155,0.02187284946236559,S_longirostris,11,Delphinus,PMC_12_A15
0.6032928192722311,0.008076923076923077,0.013030303030303031,0.002,0.009823062558356677,0.33371628600158004,0.030060606060606062,Delphinus,12,Delphinus,PMC_12_A15
0.39870966178499084,0.049338623162636326,0.031122159090909093,0.15316666666666665,0.05064484095799885,0.27742643797643796,0.039591610360360366,Delphinus,13,Delphinus,PMC_12_A15
0.22322669761708513,0.10771083773542939,0.027760072055137842,0.0668528815028815,0.08961042577020836,0.05525045092114058,0.4295886343981172,T_truncatus,14,Delphinus,PMC_12_A15
0.3618878175911025,0.11706131825654706,0.02239311034877073,0.10308831953071085,0.28533242853445884,0.05696363889937139,0.05327336683903866,Delphinus,15,Delphinus,PMC_12_A15
0.47150244420566767,0.1119060697936045,0.131482683982684,0.0751778016669321,0.058552468531827925,0.05544877655039814,0.09592975526888571,Delphinus,16,Delphinus,PMC_12_A33
0.3162957091932757,0.08450083756822886,0.018410822510822513,0.18499894117254717,0.07724623284516902,0.08834285714285714,0.23020459956709957,Delphinus,17,Delphinus,PMC_12_A33
0.336045446281961,0.09983628899835797,0.014,0.10315833333333334,0.045237799085151305,0.27363922413793107,0.1280829081632653,Delphinus,18,Delphinus,PMC_12_A33
0.4159690645639033,0.12103495061959725,0.06845123132559879,0.0360549130979623,0.192598625443282,0.11557854711315856,0.05031266783649779,Delphinus,19,Delphinus,PMC_12_A33
0.27872433151169435,0.13672777777777775,0.04348698781838317,0.16595865633074935,0.15565739606305648,0.05511794019933555,0.16432691029900331,Delphinus,20,Delphinus,PMC_12_A33
0.2431104559567919,0.06854652847152846,0.10423845523985062,0.05418354949314252,0.2799051892770971,0.14408916129033603,0.10592666027125329,S_frontalis,21,Delphinus,PMC_12_A33
0.5584562858480995,0.06750511075146881,0.050115939507115986,0.032436004239089544,0.1251218981432907,0.0766289284965785,0.08973583301435689,Delphinus,22,Delphinus,PMC_12_A33
0.07244407989671149,0.15411309151460853,0.04027344877344877,0.027889723082215344,0.336026380833935,0.23118963924963928,0.1380636366494416,S_frontalis,23,Delphinus,PMC_12_A33
0.262828507218431,0.07332088753282562,0.1168522550078465,0.0403136680512522,0.27793173699764834,0.13193606574023484,0.09681687945176155,S_frontalis,24,Delphinus,PMC_12_A33
0.147,0.257,0.19,0.013,0.11,0.021,0.262,T_truncatus,25,Delphinus,PMC_12_A33
0.2568388888888889,0.046144444444444446,0.44903333333333334,0.038,0.10230555555555555,0.014283333333333334,0.09339444444444445,S_bredanensis,26,Delphinus,PMC_12_A33
0.25575000000000003,0.038,0.592,0.013916666666666666,0.03933333333333333,0.01125,0.04975,S_bredanensis,27,Delphinus,PMC_12_A33
0.4664945337044314,0.0546750357024334,0.011800118054721635,0.003,0.4032327781858664,0.025616901086977808,0.03518063326556933,Delphinus,28,Delphinus,PMC_12_A33
0.240683839689722,0.0999981240981241,0.09914699744699743,0.05465947940947942,0.1822545712457477,0.15187323460852872,0.1713837535014006,Delphinus,29,Delphinus,PMC_12_A33
0.5618838787058352,0.13379702306147956,0.029276095933052453,0.0,0.19069901126651126,0.029833182517965125,0.05451080851515634,Delphinus,30,Delphinus,PMC_12_A33
0.08527272727272728,0.19218181818181818,0.658,0.007,0.016454545454545454,0.01375,0.02734090909090909,S_bredanensis,31,Delphinus,PMC_12_A33
0.19092802197802197,0.09816025641025641,0.45,0.028583333333333332,0.07982600732600732,0.04033571428571429,0.11216666666666666,S_bredanensis,32,Delphinus,PMC_12_A33
