Source,EncounterNumber,EncounterID,CruiseID,KnownSpecies,FREQMAX,FREQMIN,DURATION,FREQBEG,FREQEND,FREQRANGE,FREQMEAN,FREQSTDDEV,FREQMEDIAN,FREQCENTER,FREQRELBW,FREQMAXMINRATIO,FREQBEGENDRATIO,FREQQUARTER1,FREQQUARTER2,FREQQUARTER3,FREQSPREAD,FREQCOFM,FREQSTEPUP,FREQSTEPDOWN,FREQNUMSTEPS,FREQSLOPEMEAN,FREQABSSLOPEMEAN,FREQPOSSLOPEMEAN,FREQNEGSLOPEMEAN,FREQSLOPERATIO,NUMSWEEPSUPDWN,NUMSWEEPSDWNUP,NUMSWEEPSUPFLAT,NUMSWEEPSDWNFLAT,NUMSWEEPSFLATUP,NUMSWEEPSFLATDWN,FREQSWEEPUPPERCENT,FREQSWEEPDWNPERCENT,FREQSWEEPFLATPERCENT,NUMINFLECTIONS,INFLMAXDELTA,INFLMINDELTA,INFLMAXMINDELTA,INFLMEANDELTA,INFLSTDDEVDELTA,INFLMEDIANDELTA,INFLDUR,STEPDUR,UID
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_22_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,22406.25,10593.75,0.689,10593.75,14718.75,11812.5,18298.55769,4199.573415,20062.5,16500,0.715909091,2.115044248,0.719745223,15750,21562.5,22312.5,6796.875,2.00625,0,0,0,6251.730343,29594.06146,34508.26226,-51916.56404,-0.664686943,1,0,2,4,3,4,54.76190476,33.33333333,11.9047619,5,0.064,0.011,5.818181818,0.032,0.022992752,0.0265,7.256894049,0,1104
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_24_H.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,17625,8156.25,1.84,8718.75,15187.5,9468.75,12826.67991,2750.473321,13218.75,12890.625,0.734545455,2.16091954,0.574074074,10687.5,13218.75,14906.25,3937.5,1.5,0,0,0,3548.783644,8812.758799,18704.96554,-31311.57635,-0.59738179,3,1,25,6,26,5,50.74626866,27.52902156,21.72470978,7,1.061,0.021,50.52380952,0.2995,0.393906461,0.147,3.804347826,0,1105
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_25_H.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,16218.75,7593.75,2.021,7593.75,15281.25,8625,13616.69408,2406.343779,14625,11906.25,0.724409449,2.135802469,0.496932515,12093.75,14625,15562.5,3398.4375,1.171875,0,0,0,3838.225594,6003.227478,18106.36269,-17837.73292,-1.015059636,1,0,41,10,42,10,49.70845481,27.8425656,22.44897959,9,0.219,0.011,19.90909091,0.09075,0.079976336,0.056,4.45324097,0,1106
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_26_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,16031.25,6843.75,1.072,6843.75,16031.25,9187.5,11413.36634,2850.908556,11390.625,11437.5,0.803278689,2.342465753,0.426900585,8812.5,11343.75,13968.75,5109.375,0.9,0,0,0,8679.81521,8679.81521,17802.47813,0,0,0,0,21,0,20,1,71.94244604,14.02877698,14.02877698,1,0,0,0,0,0,0,0,0,1107
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_27_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,17156.25,4781.25,0.858,11531.25,17156.25,12375,10567.12963,3690.829805,11765.625,10968.75,1.128205128,3.588235294,0.672131148,6468.75,6468.75,12468.75,6773.4375,2.4,0,2,2,6255.545697,28926.35315,37761.90476,-91250,-0.413829093,1,0,12,2,12,2,54.76190476,26.98412698,18.25396825,3,0.491,0.234,2.098290598,0.3625,0.181726443,0.3625,3.496503497,2.331002331,1108
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_28_H.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,15375,6750,1.162,6750,15375,8625,11942.63699,2164.554546,12375,11062.5,0.779661017,2.277777778,0.43902439,11156.25,12375,13500,2296.875,0.834375,0,0,0,7594.405308,7594.405308,19477.41597,0,0,0,0,32,0,31,1,56.36363636,21.81818182,21.81818182,1,0,0,0,0,0,0,0,0,1109
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_29_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,16500,11156.25,1.003,12187.5,11156.25,5343.75,14344.74206,1487.229215,14437.5,13828.125,0.386440678,1.478991597,1.092436975,13125,14812.5,16218.75,2812.5,0.909375,0,0,0,-905.9175532,9881.981383,18750,-42252.60417,-0.44375963,0,0,29,0,29,1,48.36795252,29.3768546,22.25519288,1,0,0,0,0,0,0,0,0,1110
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_30_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,14250,7968.75,0.976,7968.75,14250,6281.25,11103.77038,1936.210683,11203.125,11109.375,0.565400844,1.788235294,0.559210526,9281.25,11156.25,12937.5,3585.9375,0.628125,0,0,0,6540.300546,6540.300546,17863.80597,0,0,0,0,21,0,21,1,61.9047619,19.04761905,19.04761905,1,0,0,0,0,0,0,0,0,1111
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_32_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,13875,6750,0.299,6750,12093.75,7125,11437.5,1798.611351,11531.25,10312.5,0.690909091,2.055555556,0.558139535,12562.5,13125,10406.25,2437.5,1.10625,0,0,0,18076.37117,42135.6824,60212.05357,-37425.59524,-1.608846918,1,0,1,2,1,2,50.72463768,39.13043478,10.14492754,3,0.134,0.048,2.791666667,0.091,0.060811183,0.091,10.03344482,0,1112
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_33_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,16781.25,9093.75,0.63,9093.75,13125,7687.5,14417.80462,1671.12794,14250,12937.5,0.594202899,1.845360825,0.692857143,13687.5,15093.75,16593.75,2250,1.246875,0,0,0,6128.934625,22313.86199,29966.51786,-21702.51623,-1.380785414,4,3,1,1,1,1,54.09836066,43.44262295,2.459016393,7,0.203,0.009,22.55555556,0.062,0.072503793,0.032,11.11111111,0,1113
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_34_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,15375,10593.75,0.603,12375,14625,4781.25,13475.32895,1415.486955,13687.5,12984.375,0.368231047,1.451327434,0.846153846,13125,13312.5,13781.25,2132.8125,1.546875,0,0,0,3745.259166,28847.97724,36830.35714,-32983.80399,-1.116619452,2,0,2,3,3,2,49.23076923,43.84615385,6.923076923,7,0.155,0.023,6.739130435,0.091666667,0.055805615,0.104,11.60862355,0,1114
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_35_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,13312.5,6000,0.522,6000,13312.5,7312.5,9563.44697,1809.646849,9750,9656.25,0.757281553,2.21875,0.450704225,11906.25,8531.25,8437.5,3046.875,1.603125,0,0,0,14212.82799,34543.54956,41190.73276,-28463.0102,-1.447167129,2,0,0,1,1,0,58.65384615,37.5,3.846153846,3,0.208,0.192,1.083333333,0.2,0.011313708,0.2,5.747126437,0,1115
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_36_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,14906.25,7312.5,0.288,7312.5,7593.75,7593.75,11621.59091,2618.603543,11625,11109.375,0.683544304,2.038461538,0.962962963,10218.75,14437.5,13968.75,4921.875,1.425,0,0,0,223.2142857,52496.69312,47447.91667,-74283.36466,-0.638742158,0,0,1,0,0,1,55.73770492,37.70491803,6.557377049,1,0,0,0,0,0,0,0,0,1116
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_173000_Whistle_39_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,14718.75,4968.75,0.971,5062.5,14718.75,9750,8215.67623,3189.169655,7031.25,9843.75,0.99047619,2.962264151,0.343949045,5343.75,7031.25,10781.25,5484.375,0.9375,0,0,0,10123.13579,10329.17975,20679.56349,-18750,-1.102910053,1,0,12,1,13,1,57.5562701,21.54340836,20.90032154,2,0.811,0.811,1,0.811,0,0.811,2.059732235,0,1117
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_174000_Whistle_01_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,16968.75,5062.5,1.013,5062.5,16968.75,11906.25,8955.824607,3729.62552,7781.25,11015.625,1.080851064,3.351851852,0.298342541,5437.5,7781.25,11906.25,6562.5,1.25625,0,0,0,11855.0282,12776.08083,23635.9127,-21875,-1.080498866,2,0,10,2,12,1,62.45733788,19.79522184,17.74744027,5,0.66,0.032,20.625,0.21075,0.302200127,0.0755,4.935834156,0,1118
C:\Users\Gabriel Teixeira\Downloads\Reanalises PMC\Sf_PMC_10_A7\Sf_PMC_10_A7_174000_Whistle_02_M.wav,PMC_10_A7,PMC,PMC_10,S_frontalis,13781.25,7031.25,0.741,9656.25,7031.25,6750,10655.35714,2386.214362,10921.875,10406.25,0.648648649,1.96,1.373333333,13125,12656.25,8343.75,4546.875,1.1625,0,0,0,-3592.304728,16586.90904,37630.20833,-23770.42978,-1.583068067,1,2,3,7,2,9,29.31937173,56.54450262,14.13612565,5,0.357,0.016,22.3125,0.13325,0.155156641,0.08,6.747638327,0,1119
C:\Users\alebi\Documents\Stenella_frontalis_2023\TRAINING_SWA_1\S_frontalis_TRAINING_SWA_1\Sf_PMC_11_A17_113000_Whistle_03_M.wav,PMC_11_A17,PMC,PMC_11,S_frontalis,16500,8906.25,0.795,10031.25,9843.75,7593.75,11725,2781.597567,10171.875,12703.125,0.597785978,1.852631579,1.019047619,9656.25,14906.25,13781.25,5132.8125,1.565625,0,0,0,-98.87344199,21209.85139,25367.2235,-46691.17647,-0.543298015,1,0,7,2,8,1,50.44642857,32.58928571,16.96428571,4,0.458,0.075,6.106666667,0.241666667,0.196271071,0.192,5.031446541,0,1120
/Users/drica/Desktop/PMC_Análises/PMC_11_A17/Sf_PMC_11_A17_113000_Whistle_02_M.wav,PMC_11_A17,PMC,PMC_11,S_frontalis,13312.5,6375,0.864,6375,13312.5,6937.5,9209.930982,1113.260233,9375,9843.75,0.704761905,2.088235294,0.478873239,8812.5,9375,9843.75,1031.25,0.684375,0,0,0,8070.160935,8301.642416,27627.41815,-18750,-1.473462302,1,0,9,1,9,1,46.35568513,27.11370262,26.53061224,3,0.235,0.074,3.175675676,0.1545,0.113844192,0.1545,3.472222222,0,1121
/Users/drica/Desktop/PMC_Análises/PMC_11_A17/Sf_PMC_11_A17_113000_Whistle_04_M.wav,PMC_11_A17,PMC,PMC_11,S_frontalis,18281.25,7687.5,1.174,8906.25,18281.25,10593.75,10628.53507,2922.627799,9375,12984.375,0.815884477,2.37804878,0.487179487,12843.75,8062.5,8343.75,5156.25,2.3625,0,0,0,7978.896104,20898.94481,37371.32353,-30238.41185,-1.235889097,2,1,2,5,2,5,46.08695652,35.65217391,18.26086957,3,0.618,0.358,1.726256983,0.488,0.183847763,0.488,2.555366269,0,1122
/Users/drica/Desktop/PMC_Análises/PMC_11_A17/Sf_PMC_11_A17_114000_Whistle_02_M.wav,PMC_11_A17,PMC,PMC_11,S_frontalis,14343.75,7593.75,0.917,8156.25,13218.75,6750,10322.25434,2289.043146,9656.25,10968.75,0.615384615,1.888888889,0.617021277,14250,9375,7875,4312.5,1.771875,0,0,0,5573.868355,20456.55108,30665.97358,-24613.66758,-1.245892083,2,0,1,2,2,1,48.38709677,41.01382488,10.59907834,3,0.443,0.256,1.73046875,0.3495,0.132228968,0.3495,3.271537623,0,1123
/Users/drica/Desktop/PMC_Análises/PMC_11_A17/Sf_PMC_11_A17_114000_Whistle_04_M.wav,PMC_11_A17,PMC,PMC_11,S_frontalis,13406.25,5437.5,1.237,5437.5,13406.25,7968.75,8018.240343,1716.062037,7968.75,9421.875,0.845771144,2.465517241,0.405594406,8250,8250,7031.25,2437.5,1.51875,0,0,0,6598.291256,13036.86884,27115.22109,-17782.7381,-1.524805738,2,1,15,0,16,0,49.84025559,37.06070288,13.09904153,3,0.4,0.394,1.015228426,0.397,0.004242641,0.397,2.425222312,0,1124
/Users/drica/Desktop/PMC_Análises/PMC_11_A17/Sf_PMC_11_A17_114000_Whistle_05_M.wav,PMC_11_A17,PMC,PMC_11,S_frontalis,14625,5250,1.244,5812.5,10593.75,9375,8189.903846,2447.013095,7640.625,9937.5,0.943396226,2.785714286,0.548672566,7875,13312.5,6281.25,3445.3125,2.26875,0,0,0,3797.516861,19181.10055,26770.08929,-45953.52564,-0.582547017,2,0,13,2,15,0,57.05705706,27.62762763,15.31531532,4,0.544,0.288,1.888888889,0.396666667,0.132307722,0.358,3.215434084,0,1125
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_11_A2\Sf_PMC_11_A2_175000_Whistle_05_M.wav,PMC_11_A2,PMC,PMC_11,S_frontalis,14625,13031.25,0.597,13031.25,14625,1593.75,13443.58407,251.6636334,13406.25,13828.125,0.115254237,1.122302158,0.891025641,13500,13312.5,13500,187.5,0.196875,0,0,0,2700.49426,3983.976403,19701.59774,-17968.75,-1.096436744,2,0,6,3,8,2,39.3129771,31.67938931,29.00763359,5,0.251,0.01,25.1,0.11475,0.106587601,0.099,8.37520938,0,1126
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_11_A2\Sf_PMC_11_A2_175000_Whistle_07_M.wav,PMC_11_A2,PMC,PMC_11,S_frontalis,17250,10500,0.358,10500,10687.5,6750,13821.23162,2288.518027,13546.875,13875,0.486486486,1.642857143,0.98245614,13500,16781.25,13687.5,4289.0625,1.303125,0,0,0,599.6801706,37633.26226,32841.11722,-53940.21739,-0.608842878,2,0,0,1,1,0,58.57142857,38.57142857,2.857142857,3,0.144,0.006,24,0.075,0.097580736,0.075,8.379888268,0,1127
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_11_A2\Sf_PMC_11_A2_175000_Whistle_09_M.wav,PMC_11_A2,PMC,PMC_11,S_frontalis,16218.75,7593.75,1.056,7593.75,16218.75,8625,10995.60302,1976.071718,10593.75,11906.25,0.724409449,2.135802469,0.468208092,9656.25,10593.75,12656.25,3000,0.84375,0,0,0,8227.362915,8227.362915,20620.4792,0,0,1,0,23,0,23,0,60.61538462,19.69230769,19.69230769,1,0,0,0,0,0,0,0,0,1128
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_11_A2\Sf_PMC_11_A2_175000_Whistle_10_M.wav,PMC_11_A2,PMC,PMC_11,S_frontalis,18562.5,10968.75,0.4,10968.75,11812.5,7593.75,14798.93092,2580.911174,14296.875,14765.625,0.514285714,1.692307692,0.928571429,12937.5,17718.75,16968.75,4921.875,1.40625,0,0,0,2190.47619,36190.47619,35104.52962,-45535.71429,-0.770923003,0,0,1,0,0,1,54.76190476,39.28571429,5.952380952,1,0,0,0,0,0,0,0,0,1129
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_11_A2\Sf_PMC_11_A2_175000_Whistle_12_M.wav,PMC_11_A2,PMC,PMC_11,S_frontalis,18281.25,7500,0.523,7500,18281.25,10781.25,11191.28788,3026.773443,10593.75,12890.625,0.836363636,2.4375,0.41025641,8531.25,10593.75,13312.5,4875,1.0125,0,0,0,20872.81341,20872.81341,26224.81685,0,0,1,0,4,0,4,0,92.38095238,3.80952381,3.80952381,1,0,0,0,0,0,0,0,0,1130
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_11_A2\Sf_PMC_11_A2_175000_Whistle_13_M.wav,PMC_11_A2,PMC,PMC_11,S_frontalis,17906.25,8906.25,1.21,8906.25,17906.25,9000,11990.13158,1871.584241,11531.25,13406.25,0.671328671,2.010526316,0.497382199,11250,11531.25,12093.75,1031.25,0.95625,0,0,0,7534.219635,8373.977344,22569.75446,-19062.5,-1.183987119,1,0,19,5,19,5,50.23255814,26.04651163,23.72093023,5,0.432,0.053,8.150943396,0.22925,0.159763106,0.216,4.132231405,0,1131
