Source,EncounterNumber,EncounterID,CruiseID,KnownSpecies,FREQMAX,FREQMIN,DURATION,FREQBEG,FREQEND,FREQRANGE,FREQMEAN,FREQSTDDEV,FREQMEDIAN,FREQCENTER,FREQRELBW,FREQMAXMINRATIO,FREQBEGENDRATIO,FREQQUARTER1,FREQQUARTER2,FREQQUARTER3,FREQSPREAD,FREQCOFM,FREQSTEPUP,FREQSTEPDOWN,FREQNUMSTEPS,FREQSLOPEMEAN,FREQABSSLOPEMEAN,FREQPOSSLOPEMEAN,FREQNEGSLOPEMEAN,FREQSLOPERATIO,NUMSWEEPSUPDWN,NUMSWEEPSDWNUP,NUMSWEEPSUPFLAT,NUMSWEEPSDWNFLAT,NUMSWEEPSFLATUP,NUMSWEEPSFLATDWN,FREQSWEEPUPPERCENT,FREQSWEEPDWNPERCENT,FREQSWEEPFLATPERCENT,NUMINFLECTIONS,INFLMAXDELTA,INFLMINDELTA,INFLMAXMINDELTA,INFLMEANDELTA,INFLSTDDEVDELTA,INFLMEDIANDELTA,INFLDUR,STEPDUR,UID
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_30_H.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,19500,4125,0.572,5062.5,19500,15375,9917.534722,5073.360154,10687.5,11812.5,1.301587302,4.727272727,0.259615385,4500,10500,15281.25,10710.9375,1.44375,1,0,1,24783.04406,28462.9506,45946.14055,-19687.5,-2.333772219,1,0,5,2,6,1,59.49367089,24.05063291,16.4556962,4,0.379,0.031,12.22580645,0.160333333,0.190424088,0.071,6.993006993,1.748251748,1600
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_33_H.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,17343.75,5250,0.746,5250,17343.75,12093.75,12180.18617,3450.841881,12843.75,11296.875,1.070539419,3.303571429,0.302702703,10218.75,16406.25,12562.5,4968.75,1.89375,0,0,0,16289.85969,27530.29337,37407.44774,-27132.08128,-1.378716485,2,0,1,1,2,0,62.42038217,31.84713376,5.732484076,3,0.256,0.144,1.777777778,0.2,0.079195959,0.2,4.021447721,0,1601
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_35_M.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,14531.25,6562.5,0.848,7031.25,13593.75,7968.75,10083.39844,2695.907761,10546.875,10546.875,0.755555556,2.214285714,0.517241379,12187.5,9093.75,9843.75,5531.25,2.296875,2,0,2,7475.572776,27685.59075,34089.17683,-36515.82792,-0.933545226,1,0,1,3,2,2,54.10628019,33.81642512,12.07729469,4,0.283,0.229,1.23580786,0.254,0.027221315,0.25,4.716981132,2.358490566,1602
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_36_H.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,16968.75,6000,1.114,7968.75,16781.25,10968.75,10880.35714,3000.513803,9187.5,11484.375,0.955102041,2.828125,0.474860335,8906.25,11250,6000,4195.3125,3.05625,1,2,3,8296.308954,28571.42857,39718.33579,-151339.2857,-0.262445641,0,1,10,2,9,3,53.50140056,25.49019608,21.00840336,6,0.384,0.048,8,0.2186,0.155975319,0.271,5.385996409,2.692998205,1603
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_39_M.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,17906.25,13218.75,0.346,17906.25,13406.25,4687.5,15821.02273,1440.502148,16593.75,15562.5,0.301204819,1.354609929,1.335664336,16593.75,16968.75,14437.5,2273.4375,0.46875,0,0,0,-13372.25275,16737.63736,18229.16667,-30580.35714,-0.596107056,1,0,1,4,2,3,27,55,18,4,0.16,0.01,16,0.081666667,0.075221894,0.075,11.56069364,0,1604
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_41_M.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,19593.75,6093.75,0.501,6093.75,18468.75,13500,12886.18421,3471.168878,12750,12843.75,1.051094891,3.215384615,0.329949239,11156.25,19406.25,11625,4125,2.728125,0,0,0,24905.0152,58482.14286,53687.62231,-98632.8125,-0.544318072,2,0,0,1,1,0,76.53061224,20.40816327,3.06122449,3,0.144,0.107,1.345794393,0.1255,0.026162951,0.1255,5.988023952,0,1605
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_42_M.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,19406.25,9000,0.432,9093.75,17062.5,10406.25,15116.61585,2819.726864,15562.5,14203.125,0.732673267,2.15625,0.532967033,14437.5,17718.75,14812.5,3796.875,2.1,1,0,1,18584.65608,51592.81305,88818.35938,-29061.5295,-3.056217649,3,2,0,1,1,0,40.50632911,58.2278481,1.265822785,6,0.224,0.005,44.8,0.0832,0.091960318,0.037,13.88888889,2.314814815,1606
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_50_M.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,21000,7312.5,0.864,10406.25,21000,13687.5,13449.96166,3409.199828,13125,14156.25,0.966887417,2.871794872,0.495535714,18000,10125,11625,4968.75,3.6,0,0,0,12607.47354,42713.8448,37974.80327,-56712.00166,-0.669607881,2,2,0,0,0,0,73.58490566,26.41509434,0,4,0.379,0.224,1.691964286,0.284666667,0.082802979,0.251,4.62962963,0,1607
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_51_M.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,23437.5,9281.25,0.795,9937.5,17531.25,14156.25,13631.25,4192.838491,12328.125,16359.375,0.865329513,2.525252525,0.56684492,19031.25,9281.25,10968.75,5437.5,3.440625,0,0,0,9959.252157,45571.66826,43094.30804,-110546.875,-0.38982837,1,0,1,1,1,1,62.75510204,25,12.24489796,3,0.304,0.224,1.357142857,0.264,0.056568542,0.264,3.773584906,0,1608
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_53_M.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,13406.25,6562.5,0.875,11250,13406.25,6843.75,10285.79545,2250.233554,10875,9984.375,0.685446009,2.042857143,0.839160839,6843.75,10406.25,12750,4218.75,1.171875,0,0,0,2551.992596,14121.0257,24414.0625,-21560.47078,-1.132352941,2,0,7,4,9,2,45.05928854,37.1541502,17.78656126,4,0.368,0.037,9.945945946,0.193666667,0.166205696,0.176,4.571428571,0,1609
C:\Users\alebi\Documents\Stenella_frontalis_2023\TESTING_SWA_1\ROCCA_S_frontalis_TESTING_SWA_1\Sf_PMC_4_A19\Sf_PMC_4_A19_154000_Whistle_55_M.wav,PMC_4_A19,PMC,PMC_4,S_frontalis,14437.5,6562.5,0.812,9000,14437.5,7875,10194.2402,2548.25182,10500,10500,0.75,2.2,0.623376623,6562.5,10500,12187.5,4687.5,0.984375,0,0,0,6769.854323,12887.68797,21041.87626,-20215.45031,-1.040880907,1,0,4,5,5,4,61.69154229,25.87064677,12.43781095,2,0.603,0.603,1,0.603,0,0.603,2.463054187,0,1610
C:\Users\alebi\Documents\Stenella_frontalis_2023\TRAINING_SWA_1\S_frontalis_TRAINING_SWA_1\Sf_PMC_4_A1_1820_Whistle_20_H.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,20250,6562.5,1.393,6562.5,8812.5,13687.5,13556.89408,3072.678961,12890.625,13406.25,1.020979021,3.085714286,0.744680851,10593.75,14437.5,17437.5,4500,5.475,0,0,0,1863.539956,40711.37794,53423.33448,-43330.28083,-1.232933031,3,0,0,4,2,2,41.78082192,52.73972603,5.479452055,5,0.304,0.176,1.727272727,0.2255,0.054927225,0.211,3.589375449,0,1611
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1810_Whistle_01_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,16031.25,6656.25,0.966,6656.25,15375,9375,11552.88462,2570.665606,11765.625,11343.75,0.826446281,2.408450704,0.432926829,9375,11718.75,13687.5,4289.0625,0.946875,0,0,0,9096.29045,10494.77111,18468.65699,-21093.75,-0.875551146,1,0,13,0,13,0,84.87804878,8.780487805,6.341463415,1,0,0,0,0,0,0,0,0,1612
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_01_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,19031.25,7593.75,0.459,7593.75,19031.25,11437.5,11257.5431,2827.728337,10593.75,13312.5,0.85915493,2.50617284,0.399014778,9468.75,10593.75,11812.5,2437.5,1.06875,0,0,0,25173.8995,25173.8995,33307.00549,0,0,1,0,2,0,2,0,89.47368421,5.263157895,5.263157895,1,0,0,0,0,0,0,0,0,1613
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_02_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,13875,7406.25,0.757,7406.25,12281.25,6468.75,10689.46678,1969.29911,11250,10640.625,0.607929515,1.873417722,0.603053435,8812.5,11250,12375,3515.625,0.76875,0,0,0,6526.65996,10884.05433,18729.70779,-44196.42857,-0.423783287,2,0,15,1,17,0,68.9119171,17.61658031,13.47150259,3,0.246,0.016,15.375,0.131,0.16263456,0.131,3.963011889,0,1614
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_03_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,16687.5,5718.75,1.435,6187.5,16687.5,10968.75,10012.5,3184.645015,9421.875,11203.125,0.979079498,2.918032787,0.370786517,7125,9375,12750,5625,1.096875,0,0,0,7380.177908,8053.969729,18051.24224,-22656.25,-0.796744485,1,0,31,1,32,0,63.46153846,18.75,17.78846154,2,1.359,1.359,1,1.359,0,1.359,1.393728223,0,1615
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_04_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,13031.25,7406.25,0.736,7406.25,13031.25,5625,10574.86511,1955.349707,10593.75,10218.75,0.550458716,1.759493671,0.568345324,8812.5,10593.75,12656.25,3796.875,0.553125,0,0,0,7848.084886,7848.084886,18050.59524,0,0,0,0,11,0,10,1,64.92890995,17.53554502,17.53554502,1,0,0,0,0,0,0,0,0,1616
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_05_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,17531.25,6468.75,0.432,6468.75,7968.75,11062.5,11421.4939,2606.615718,11343.75,12000,0.921875,2.710144928,0.811764706,10218.75,11531.25,13406.25,2414.0625,1.96875,0,1,1,3290.343915,47889.10935,36364.34837,-180625,-0.201325112,1,0,5,0,5,0,76.92307692,16.48351648,6.593406593,1,0,0,0,0,0,0,0,2.314814815,1617
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_06_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,17812.5,6843.75,0.378,6843.75,17812.5,10968.75,11537.76042,2559.545797,11390.625,12328.125,0.88973384,2.602739726,0.384210526,10125,11343.75,12375,2203.125,0.99375,0,0,0,29369.96982,29369.96982,37236.92602,0,0,1,0,2,0,2,0,92.10526316,3.947368421,3.947368421,1,0,0,0,0,0,0,0,0,1618
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_07_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,13031.25,7500,0.448,7500,12843.75,5531.25,10495.58824,1852.821164,10875,10265.625,0.538812785,1.7375,0.583941606,8625,10875,12187.5,3468.75,0.534375,0,0,0,12016.36905,12909.22619,19752.35849,-37500,-0.52672956,1,0,6,0,7,0,68.90756303,15.96638655,15.12605042,1,0,0,0,0,0,0,0,0,1619
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_09_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,16593.75,10218.75,1.11,10218.75,16125,6375,12929.8744,1022.229256,12937.5,13406.25,0.475524476,1.623853211,0.63372093,12843.75,13031.25,12937.5,187.5,0.675,0,0,0,5402.214973,6574.089973,37743.50649,-20312.5,-1.858141858,1,0,8,2,8,2,37.97709924,31.67938931,30.34351145,3,0.203,0.106,1.91509434,0.1545,0.068589358,0.1545,2.702702703,0,1620
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_10_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,13031.25,9000,0.278,9000,11718.75,4031.25,11644.45755,1348.120498,12187.5,11015.625,0.365957447,1.447916667,0.768,10312.5,12656.25,12843.75,2343.75,0.4875,0,0,0,9933.035714,19428.22802,25446.42857,-20572.91667,-1.236889693,0,0,1,0,0,1,57.37704918,34.42622951,8.196721311,1,0,0,0,0,0,0,0,0,1621
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_11_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,16593.75,7500,0.379,7500,16593.75,9093.75,11343.75,3312.881987,10828.125,12046.875,0.754863813,2.2125,0.451977401,8062.5,10500,15093.75,7078.125,0.871875,1,0,1,23660.71429,23660.71429,36519.79814,0,0,1,0,5,0,5,0,74.46808511,12.76595745,12.76595745,1,0,0,0,0,0,0,0,2.638522427,1622
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_12_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,13500,3750,0.512,3750,13500,9750,10001.28866,3681.616393,11812.5,8625,1.130434783,3.6,0.277777778,6000,11812.5,13406.25,7312.5,0.946875,0,0,0,19370.81473,19370.81473,33207.11097,0,0,0,0,5,0,4,1,58.28220859,20.85889571,20.85889571,1,0,0,0,0,0,0,0,0,1623
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_13_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,17625,8156.25,1.041,8625,17437.5,9468.75,11731.18622,2510.038898,10875,12890.625,0.734545455,2.16091954,0.494623656,9843.75,17156.25,11062.5,3468.75,2.615625,0,0,0,8879.349817,25706.27289,37888.74398,-58593.75,-0.646634564,1,1,5,3,4,4,49.84615385,29.84615385,20.30769231,5,0.348,0.08,4.35,0.19225,0.112967178,0.1705,4.803073967,0,1624
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_15_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,16218.75,7125,0.58,7125,12468.75,9093.75,11359.09091,3239.056053,12046.875,11671.875,0.779116466,2.276315789,0.571428571,7875,12000,13687.5,6070.3125,1.509375,1,0,1,9252.129751,27473.78768,41699.21875,-66205.35714,-0.629846595,0,1,14,2,13,4,57.69230769,26.92307692,15.38461538,3,0.07,0.069,1.014492754,0.0695,0.000707,0.0695,5.172413793,1.724137931,1625
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_16_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,15000,8343.75,0.383,12750,8343.75,6656.25,11048.37329,2531.089464,10500,11671.875,0.570281124,1.797752809,1.528089888,15000,10500,8343.75,5062.5,0.890625,0,0,0,-11557.53968,23449.90079,32932.69231,-38189.93506,-0.862339573,1,0,0,1,1,1,31.53153153,50.45045045,18.01801802,1,0,0,0,0,0,0,0,0,1626
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_17_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,16125,8718.75,0.529,10312.5,8906.25,7406.25,12169.6875,2506.443932,11578.125,12421.875,0.596226415,1.849462366,1.157894737,11156.25,15937.5,12750,4429.6875,1.4625,0,0,0,-2784.541847,28749.54906,29889.95017,-42187.5,-0.708502522,1,1,2,1,2,1,49.15254237,42.37288136,8.474576271,4,0.277,0.012,23.08333333,0.164,0.136736974,0.203,7.561436673,0,1627
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_18_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,24375,8906.25,0.262,24375,8906.25,15468.75,17145,5546.86291,18750,16640.625,0.929577465,2.736842105,2.736842105,22593.75,18937.5,11718.75,10734.375,1.453125,0,1,1,-60891.94606,60891.94606,0,-60891.94606,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3.816793893,1628
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_19_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,22781.25,8906.25,0.715,22781.25,12187.5,13875,11512.5,3271.256102,10687.5,15843.75,0.875739645,2.557894737,1.869230769,10593.75,9000,10687.5,2765.625,1.5375,0,0,0,-15065.29851,24067.16418,18847.65625,-59588.06818,-0.316299166,1,0,8,3,9,2,41.87192118,40.88669951,17.24137931,2,0.406,0.406,1,0.406,0,0.406,2.797202797,0,1629
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_21_M.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,16875,6468.75,0.437,6468.75,14625,10406.25,11711.97289,3446.42359,11906.25,11671.875,0.891566265,2.608695652,0.442307692,8062.5,11906.25,16593.75,6375,1.275,0,0,0,18856.16289,30822.62631,36371.97066,-61328.125,-0.593071624,1,0,3,1,3,1,74.73684211,17.89473684,7.368421053,3,0.075,0.016,4.6875,0.0455,0.0417193,0.0455,6.864988558,0,1630
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_22_H.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,21468.75,7031.25,1.424,7031.25,7781.25,14437.5,14012.47668,3812.482866,13125,14250,1.013157895,3.053333333,0.903614458,10218.75,15468.75,20812.5,5273.4375,6.50625,0,0,0,640.3825575,47269.59604,55137.77709,-56081.08108,-0.98317964,0,1,5,2,3,4,46.25,45.3125,8.4375,7,0.292,0.054,5.407407407,0.202666667,0.084887376,0.227,4.915730337,0,1631
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_23_H.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,21281.25,7406.25,1.424,7781.25,7406.25,13875,14147.15485,3682.384975,13218.75,14343.75,0.967320261,2.873417722,1.050632911,11437.5,15843.75,19593.75,6703.125,6.421875,1,3,4,-384.5639379,46993.71322,56566.55844,-53151.2605,-1.064256198,2,1,4,1,4,1,45.06578947,48.68421053,6.25,5,0.294,0.186,1.580645161,0.2335,0.04707795,0.227,3.511235955,2.808988764,1632
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A01\Sf_PMC_4_A1_1820_Whistle_24_H.wav,PMC_4_A1,PMC,PMC_4,S_frontalis,14812.5,9000,0.565,9281.25,14812.5,5812.5,11369.15888,1695.420196,11812.5,11906.25,0.488188976,1.645833333,0.626582278,9937.5,11812.5,12093.75,2156.25,0.590625,0,0,0,9943.56469,11181.77224,24340.06211,-16406.25,-1.483584738,1,1,7,1,7,1,56.49717514,23.16384181,20.33898305,4,0.325,0.012,27.08333333,0.161666667,0.156946912,0.148,7.079646018,0,1633
C:\Users\alebi\Documents\Stenella_frontalis_2023\TRAINING_SWA_1\S_frontalis_TRAINING_SWA_1\Sf_PMC_4_A47_14200_OLD_Whistle_16_M.wav,PMC_4_A47,PMC,PMC_4,S_frontalis,14062.5,6562.5,0.992,7406.25,12375,7500,9869.318182,2484.00019,9375,10312.5,0.727272727,2.142857143,0.598484848,10687.5,12750,7218.75,4453.125,2.00625,0,0,0,5091.925883,20952.14094,29537.7831,-23790.32258,-1.241588171,1,0,1,2,2,1,50.66079295,40.08810573,9.251101322,4,0.389,0.192,2.026041667,0.311,0.104704346,0.352,4.032258065,0,1634
C:\Users\alebi\Documents\Stenella_frontalis_2023\TRAINING_SWA_1\S_frontalis_TRAINING_SWA_1\Sf_PMC_4_A47_14200_OLD_Whistle_42_H.wav,PMC_4_A47,PMC,PMC_4,S_frontalis,13312.5,6656.25,0.855,11718.75,10781.25,6656.25,10032.4146,2316.473803,10031.25,9984.375,0.666666667,2,1.086956522,7500,13312.5,11437.5,4500,1.978125,0,0,0,-1201.171875,25419.92188,32838.98305,-33804.56349,-0.971436388,2,2,2,2,2,2,43.15789474,48.42105263,8.421052632,8,0.32,0.011,29.09090909,0.102285714,0.115261607,0.06,9.356725146,0,1635
C:\Users\alebi\Documents\Stenella_frontalis_2023\TRAINING_SWA_1\S_frontalis_TRAINING_SWA_1\Sf_PMC_4_A48_141000_Whistle_36_H.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,15843.75,6562.5,0.998,6562.5,12281.25,9281.25,12973.90293,2155.657625,13312.5,11203.125,0.828451883,2.414285714,0.534351145,11718.75,13312.5,15468.75,2812.5,1.190625,0,0,0,5895.483193,13131.44576,27369.50549,-29415.76087,-0.930436769,0,0,13,4,12,5,49.05660377,30.18867925,20.75471698,3,0.432,0.016,27,0.224,0.294156421,0.224,3.006012024,0,1636
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A48\Sf_PMC_4_A48_141000_Whistle_03_M.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,17343.75,11062.5,0.704,11062.5,17343.75,6281.25,14553.1015,1379.474603,14343.75,14203.125,0.442244224,1.56779661,0.637837838,13781.25,14343.75,15656.25,2062.5,0.609375,0,0,0,9067.234848,9872.159091,20491.80328,-17708.33333,-1.157184185,1,0,16,1,16,1,58.60465116,21.86046512,19.53488372,3,0.438,0.09,4.866666667,0.264,0.24607316,0.264,4.261363636,0,1637
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A48\Sf_PMC_4_A48_141000_Whistle_04_M.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,16875,10031.25,0.949,10031.25,16875,6843.75,13566.51536,1709.837151,13593.75,13453.125,0.508710801,1.682242991,0.594444444,12187.5,13593.75,15000,2859.375,0.665625,0,0,0,7352.277287,7352.277287,18432.46982,0,0,1,0,19,0,19,0,56.19047619,21.9047619,21.9047619,1,0,0,0,0,0,0,0,0,1638
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A48\Sf_PMC_4_A48_141000_Whistle_07_M.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,14625,8156.25,0.55,8156.25,14625,6468.75,13160.15625,1986.427549,14062.5,11390.625,0.567901235,1.793103448,0.557692308,13125,14531.25,14062.5,1007.8125,0.75,0,0,0,11817.35437,14183.85922,32660.06098,-17410.71429,-1.875859912,1,0,4,6,4,6,47.82608696,29.89130435,22.2826087,3,0.219,0.043,5.093023256,0.131,0.124450793,0.131,5.454545455,0,1639
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A48\Sf_PMC_4_A48_141000_Whistle_16_M.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,6000,5625,1.152,5812.5,5625,375,5806.451613,112.5102669,5812.5,5812.5,0.064516129,1.066666667,1.033333333,5812.5,6000,5812.5,187.5,0.075,0,0,0,-159.1435185,651.0416667,17708.33333,-17500,-1.011904762,0,0,3,5,3,6,33.44208809,34.09461664,32.46329527,2,0.367,0.367,1,0.367,0,0.367,1.736111111,0,1640
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A48\Sf_PMC_4_A48_141000_Whistle_17_M.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,12750,10031.25,0.517,10031.25,12750,2718.75,11440.3699,754.511329,11343.75,11390.625,0.238683128,1.271028037,0.786764706,11531.25,10781.25,10968.75,1382.8125,1.021875,0,0,0,5315.721649,23099.2268,37246.62162,-23310.81081,-1.597826087,1,1,2,2,1,3,43.92523364,50.46728972,5.607476636,5,0.171,0.079,2.164556962,0.10925,0.043161518,0.0935,9.671179884,0,1641
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A48\Sf_PMC_4_A48_141000_Whistle_21_M.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,19312.5,9281.25,0.97,9656.25,17812.5,10031.25,13772.02869,2971.747028,13875,14296.875,0.701639344,2.080808081,0.542105263,15656.25,13031.25,13218.75,5062.5,2.7,0,0,0,8390.158948,28970.02551,30907.06169,-40712.34472,-0.759157005,2,0,3,2,5,0,64.87804878,29.26829268,5.853658537,4,0.4,0.24,1.666666667,0.309333333,0.082105623,0.288,4.12371134,0,1642
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A48\Sf_PMC_4_A48_141000_Whistle_22_M.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,14906.25,9281.25,1.269,9281.25,14625,5625,11081.72071,1680.559014,10218.75,12093.75,0.465116279,1.606060606,0.634615385,10125,14250,10031.25,2156.25,1.490625,0,0,0,4259.828932,12021.68367,23919.75309,-25657.24206,-0.932280758,1,0,6,4,7,4,45.47563805,32.01856148,22.50580046,3,0.474,0.203,2.334975369,0.3385,0.191625938,0.3385,2.364066194,0,1643
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A48\Sf_PMC_4_A48_141000_Whistle_24_M.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,13968.75,12750,1.562,13125,13781.25,1218.75,13535.71429,222.0241921,13500,13359.375,0.09122807,1.095588235,0.952380952,13406.25,13687.5,13687.5,281.25,0.31875,0,0,0,453.2849829,2373.080205,18002.71739,-18750,-0.960144928,1,0,13,10,14,9,35.75268817,33.87096774,30.37634409,8,0.346,0.042,8.238095238,0.218571429,0.102688619,0.234,5.121638924,0,1644
C:\Users\Gabriel Teixeira\Downloads\Sf_PMC_04_A48\Sf_PMC_4_A48_141000_Whistle_26_M.wav,PMC_4_A48,PMC,PMC_4,S_frontalis,15562.5,11625,0.496,12000,11625,3937.5,14410.57181,1209.574826,14859.375,13593.75,0.289655172,1.338709677,1.032258065,14812.5,15562.5,14906.25,2109.375,0.7125,0,0,0,-672.0430108,15255.37634,22604.16667,-24687.5,-0.915611814,0,0,1,2,0,3,39.7260274,41.78082192,18.49315068,1,0,0,0,0,0,0,0,0,1645
