Delphinus_LOGO_IND,S_attenuata_LOGO_IND,S_bredanensis_LOGO_IND,S_clymene_LOGO_IND,S_frontalis_LOGO_IND,S_longirostris_LOGO_IND,T_truncatus_LOGO_IND,Species_Classification,UID,EncounterNumber,KnownSpecies
0.29508016541837667,0.06236419292962898,0.026361745519290252,0.3822120710133709,0.0903048948111871,0.02564024413926526,0.11803668616888127,S_clymene,0,PMC_12_A15,Delphinus
0.18949566666438494,0.08292302999050682,0.03237116221753933,0.27710949064734347,0.14869132244519512,0.05992647419999765,0.20948285383503293,S_clymene,1,PMC_12_A15,Delphinus
0.09527077157759041,0.10010649704027193,0.01446197206162797,0.35417052485912803,0.20832769968801246,0.06281044806632824,0.1648520867070413,S_clymene,2,PMC_12_A15,Delphinus
0.5444174809188422,0.07436775792142929,0.03924900190077029,0.04143585489981806,0.04506038648052581,0.04557841949230059,0.20989109838631387,Delphinus,3,PMC_12_A15,Delphinus
0.24874131232518035,0.15697618301840402,0.020729203629364472,0.05076659643614714,0.03693854448709748,0.24714189541706955,0.23870626468673706,Delphinus,4,PMC_12_A15,Delphinus
0.7406073640273845,0.04819787842081022,0.012721214192545717,0.008852713065836479,0.07098810838374933,0.08059748290339806,0.038035239006275416,Delphinus,5,PMC_12_A15,Delphinus
0.21439320417280003,0.08003946257459446,0.023987642454981348,0.39714674628257274,0.12763145756204902,0.03388700668644135,0.1229144802665612,S_clymene,6,PMC_12_A15,Delphinus
0.3396315808065047,0.12791558302222503,0.03370632701374661,0.0978646140107329,0.04373310032163944,0.10208560984838991,0.2550631849767617,Delphinus,7,PMC_12_A15,Delphinus
0.4990712216967641,0.21270072140172003,0.02114691958289719,0.0362800010153727,0.02894757280026952,0.04967803608288927,0.15217552742008744,Delphinus,8,PMC_12_A15,Delphinus
0.10703636467789084,0.1790096975467468,0.037531500331768955,0.08401894785721681,0.05048067718299972,0.18351932348792724,0.3584034889154501,T_truncatus,9,PMC_12_A15,Delphinus
0.2541026173939775,0.1323231129237995,0.019856594581881555,0.07758676868511816,0.034537025467164854,0.22773816680177583,0.2538557141462828,Delphinus,10,PMC_12_A15,Delphinus
0.561089765639159,0.04792442885381472,0.024799912180857798,0.015057442258450977,0.032456482303395075,0.2813990225076457,0.03727294625667642,Delphinus,11,PMC_12_A15,Delphinus
0.6891354780373014,0.03961136716085849,0.018366082253594245,0.010568821130231805,0.040036690875310095,0.17500695870409752,0.02727460183860605,Delphinus,12,PMC_12_A15,Delphinus
0.5305103657436766,0.022413359334565564,0.0236851001966202,0.01730146310076019,0.03720197737792103,0.33321447801592174,0.035673256230534724,Delphinus,13,PMC_12_A15,Delphinus
0.18631488650169936,0.13349333859338522,0.026947900738918375,0.0885555058488903,0.043780485315144974,0.13098323305362758,0.3899246499483345,T_truncatus,14,PMC_12_A15,Delphinus
0.27971562035531783,0.3732615964967554,0.044231658447544925,0.09294085950114606,0.10179206399850715,0.04424892373182312,0.06380927746890565,S_attenuata,15,PMC_12_A15,Delphinus
0.4607324540272203,0.21349691277666216,0.05257386567460617,0.03972706520472997,0.07102539751359385,0.06318885836559607,0.09925544643759142,Delphinus,16,PMC_12_A33,Delphinus
0.33863029815770007,0.04629020994751068,0.017524080569976078,0.07472541512704722,0.04541519201810096,0.18638474639940614,0.2910300577802588,Delphinus,17,PMC_12_A33,Delphinus
0.4812839260903555,0.02799220693456244,0.008964731644868067,0.02053498494181513,0.025396145072360318,0.2977249234813978,0.13810308183464096,Delphinus,18,PMC_12_A33,Delphinus
0.30759817728223937,0.08547022681032226,0.10213420083505538,0.030888390190513197,0.1764644027361863,0.1816222429222831,0.11582235922340035,Delphinus,19,PMC_12_A33,Delphinus
0.367127721515051,0.17270577793559358,0.028177235076000454,0.14580624797474262,0.14330905459694182,0.060425285342945834,0.0824486775587248,Delphinus,20,PMC_12_A33,Delphinus
0.35184695877566485,0.06997747647268407,0.08156371186076763,0.03291960295788064,0.1562263541038602,0.2061958985938535,0.10126999723528898,Delphinus,21,PMC_12_A33,Delphinus
0.3826920594807804,0.07538777866862549,0.05279375805175807,0.030179012159036123,0.1128816960460415,0.2488050270990742,0.09726066849468401,Delphinus,22,PMC_12_A33,Delphinus
0.022230612654491923,0.1660308643101817,0.011030665576512007,0.04420438469587954,0.43523453564541814,0.14380860262020123,0.17746033449731569,S_frontalis,23,PMC_12_A33,Delphinus
0.14160139119574713,0.11417542723014039,0.08562054678906904,0.03277939651726135,0.3194552598152854,0.14882546825938425,0.15754251019311258,S_frontalis,24,PMC_12_A33,Delphinus
0.029333333333333333,0.18782897102897103,0.41776666666666673,0.026643356643356642,0.1405934065934066,0.010777272727272727,0.187056993006993,S_bredanensis,25,PMC_12_A33,Delphinus
0.002,0.05205,0.6444586050303391,0.09860123565754635,0.092,0.002,0.10889015931211456,S_bredanensis,26,PMC_12_A33,Delphinus
0.0,0.033224228675136115,0.7826212118742008,0.10120123565754634,0.026,0.011052631578947368,0.045900692214169474,S_bredanensis,27,PMC_12_A33,Delphinus
0.08363366289829147,0.11446685246517242,0.03645310525939854,0.014906825988851874,0.5274052736319451,0.14562131183190113,0.07751296792443978,S_frontalis,28,PMC_12_A33,Delphinus
0.25799237377437273,0.13714650857758914,0.11673129325428314,0.05201928755044811,0.0830657599724442,0.12607118645642626,0.22697359041443665,Delphinus,29,PMC_12_A33,Delphinus
