Delphinus_LOGO_EVENT,S_attenuata_LOGO_EVENT,S_bredanensis_LOGO_EVENT,S_clymene_LOGO_EVENT,S_frontalis_LOGO_EVENT,S_longirostris_LOGO_EVENT,T_truncatus_LOGO_EVENT,Species_Classification,UID,EncounterNumber,KnownSpecies
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,S_clymene,0,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,S_clymene,1,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,S_clymene,2,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,Delphinus,3,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,Delphinus,4,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,Delphinus,5,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,S_clymene,6,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,Delphinus,7,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,Delphinus,8,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,T_truncatus,9,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,Delphinus,10,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,Delphinus,11,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,Delphinus,12,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,Delphinus,13,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,T_truncatus,14,PMC_12_A15,Delphinus
0.36091336662230317,0.11710176295184478,0.026259621081496827,0.12699177628825853,0.0713067805937605,0.13021598269618115,0.16721070976615515,S_attenuata,15,PMC_12_A15,Delphinus
0.18553183618669358,0.14923284017894423,0.1462381012435644,0.07147527842460734,0.22722480914663085,0.10674353814088619,0.11355359667867349,Delphinus,16,PMC_12_A33,Delphinus
0.18553183618669358,0.14923284017894423,0.1462381012435644,0.07147527842460734,0.22722480914663085,0.10674353814088619,0.11355359667867349,Delphinus,17,PMC_12_A33,Delphinus
0.18553183618669358,0.14923284017894423,0.1462381012435644,0.07147527842460734,0.22722480914663085,0.10674353814088619,0.11355359667867349,Delphinus,18,PMC_12_A33,Delphinus
0.18553183618669358,0.14923284017894423,0.1462381012435644,0.07147527842460734,0.22722480914663085,0.10674353814088619,0.11355359667867349,Delphinus,19,PMC_12_A33,Delphinus
0.18553183618669358,0.14923284017894423,0.1462381012435644,0.07147527842460734,0.22722480914663085,0.10674353814088619,0.11355359667867349,Delphinus,20,PMC_12_A33,Delphinus
0.18553183618669358,0.14923284017894423,0.1462381012435644,0.07147527842460734,0.22722480914663085,0.10674353814088619,0.11355359667867349,Delphinus,21,PMC_12_A33,Delphinus
0.18553183618669358,0.14923284017894423,0.1462381012435644,0.07147527842460734,0.22722480914663085,0.10674353814088619,0.11355359667867349,Delphinus,22,PMC_12_A33,Delphinus
