,Delphinus_KFOLD_5,S_attenuata_KFOLD_5,S_bredanensis_KFOLD_5,S_clymene_KFOLD_5,S_frontalis_KFOLD_5,S_longirostris_KFOLD_5,T_truncatus_KFOLD_5,Max_Score,Classification
0,0.04513084546097258,0.0409042870565598,0.0040026044448999865,0.203296570557889,0.026438866512001107,0.5012683082601426,0.17895851770753493,0.5012683082601426,S_longirostris_KFOLD_5
1,0.13242184054014725,0.04007543562186513,0.013797463969795693,0.14783919026171904,0.030519096594303907,0.4147119680210043,0.22063500499116478,0.4147119680210043,S_longirostris_KFOLD_5
2,0.3820396018048787,0.12549596681522424,0.04242392551126567,0.12011021446338392,0.14770346712864296,0.09827962606794804,0.08394719820865647,0.3820396018048787,Delphinus_KFOLD_5
3,0.15947447902351208,0.18379389357658588,0.010787611632999941,0.13787265461531503,0.05674138646766367,0.1217405463470473,0.3295894283368762,0.3295894283368762,T_truncatus_KFOLD_5
4,0.10945689177883575,0.12596341170970854,0.005558812035805485,0.04646631608506389,0.06316291314335686,0.4978688584401681,0.15152279680706143,0.4978688584401681,S_longirostris_KFOLD_5
5,0.2402005944727418,0.0710084605035059,0.03255273237642674,0.07201648858246652,0.1770192791264604,0.28961725392557736,0.11758519101282128,0.28961725392557736,S_longirostris_KFOLD_5
6,0.2877225253209601,0.05563217135367724,0.062376222415983895,0.07410952667187012,0.1266915228769957,0.29862989542723917,0.09483813593327386,0.29862989542723917,S_longirostris_KFOLD_5
7,0.21529848839788776,0.07630401873416032,0.05480916675633437,0.06297268586880235,0.20326487976022406,0.2503470108590232,0.13700374962356782,0.2503470108590232,S_longirostris_KFOLD_5
8,0.2397363851979773,0.08563991442619234,0.027585560407980374,0.13071302394315318,0.04638048091915679,0.24259814306667246,0.22734649203886753,0.24259814306667246,S_longirostris_KFOLD_5
9,0.26311924934771425,0.14493629156635196,0.015157408319909148,0.07150772313703926,0.019624445747300084,0.2375912645156216,0.2480636173660638,0.26311924934771425,Delphinus_KFOLD_5
10,0.31730966325480947,0.10020663795067249,0.016004092106261858,0.04712311320145369,0.022490619761151364,0.2978219759448651,0.19904389778078607,0.31730966325480947,Delphinus_KFOLD_5
11,0.12203124888594637,0.06128530376660072,0.006002926229674707,0.2313371433450579,0.03755449969212826,0.3690183173109137,0.1727705607696782,0.3690183173109137,S_longirostris_KFOLD_5
12,0.05360227635143884,0.2705288741000013,0.0019707358033221488,0.257403040435638,0.09655880324405236,0.16594130531611884,0.1539949647494286,0.2705288741000013,S_attenuata_KFOLD_5
