,Delphinus_LOGO_WH,S_attenuata_LOGO_WH,S_bredanensis_LOGO_WH,S_clymene_LOGO_WH,S_frontalis_LOGO_WH,S_longirostris_LOGO_WH,T_truncatus_LOGO_WH,Max_Score,Classification
0,0.06350575854850764,0.05460764661470672,0.0108088900985845,0.43884496742704454,0.08681330303558482,0.22073536855891968,0.12468406571665229,0.43884496742704454,S_clymene_LOGO_WH
1,0.23120909822395913,0.06566664104628302,0.08607379841897748,0.10907878333966314,0.32950266347343904,0.10359024179812928,0.07487877369954914,0.32950266347343904,S_frontalis_LOGO_WH
2,0.09125183764679708,0.12599782586055602,0.04481180561315044,0.053508292837872416,0.5083627405678715,0.05912357027759348,0.11694392719615951,0.5083627405678715,S_frontalis_LOGO_WH
3,0.08904730522137091,0.11187240232118445,0.004583895561539488,0.2749300395933364,0.03000901083422678,0.3053895600149035,0.18416778645343865,0.3053895600149035,S_longirostris_LOGO_WH
4,0.07295260719951481,0.3863632211726046,0.0036419289960362205,0.2147529267451053,0.14069110829188278,0.06857592992821097,0.11302227766664548,0.3863632211726046,S_attenuata_LOGO_WH
5,0.060565415196504255,0.04500294044981991,0.006307768215023058,0.4442514141437095,0.02610629935249028,0.2915412201883546,0.12622494245409838,0.4442514141437095,S_clymene_LOGO_WH
6,0.30848417012884505,0.08537790150377314,0.09299912847687554,0.19737382272262569,0.11132534435994264,0.04988231730425291,0.1545573155036852,0.30848417012884505,Delphinus_LOGO_WH
7,0.17801289914645088,0.13068020322190407,0.03766311161705337,0.20143416141144174,0.042512980801365445,0.16807972128603194,0.2416169225157529,0.2416169225157529,T_truncatus_LOGO_WH
8,0.046710262651786474,0.10659910022068042,0.006843508665168745,0.5060643516599423,0.1247553054734019,0.08228815768240068,0.12673931364661953,0.5060643516599423,S_clymene_LOGO_WH
9,0.16121698233710113,0.09001395509009494,0.29949368172076224,0.11501980997056076,0.12692860417318186,0.04496808853132435,0.16235887817697484,0.29949368172076224,S_bredanensis_LOGO_WH
10,0.09317732657726899,0.023776308567464516,0.6511177050116559,0.06268721218165355,0.02141141468392516,0.027445445028140995,0.12038458794989093,0.6511177050116559,S_bredanensis_LOGO_WH
11,0.02815396919561063,0.07433253723602698,0.0032938866240167105,0.701980911362407,0.05006078298194897,0.060599294562453145,0.08157861803753667,0.701980911362407,S_clymene_LOGO_WH
12,0.09385691469904806,0.06168974552298982,0.006379346412931882,0.43623790007613883,0.07385872297973275,0.22772771402031067,0.1002496562888481,0.43623790007613883,S_clymene_LOGO_WH
13,0.16105471845544778,0.03815169929551717,0.20535306412271734,0.2365098297310441,0.07181207506505637,0.08214346610268723,0.20497514722753013,0.2365098297310441,S_clymene_LOGO_WH
14,0.037302866910937815,0.02220630387287178,0.0019962018734803614,0.5491253740785973,0.034936236215475286,0.25339432381313903,0.10103869323549838,0.5491253740785973,S_clymene_LOGO_WH
