,Delphinus_KFOLD_5,S_attenuata_KFOLD_5,S_bredanensis_KFOLD_5,S_clymene_KFOLD_5,S_frontalis_KFOLD_5,S_longirostris_KFOLD_5,T_truncatus_KFOLD_5,Max_Score,Classification
0,0.188215049097526,0.22539662670149901,0.016505235010565045,0.126214764896495,0.12049035717816955,0.0584649082256095,0.26471305889013585,0.26471305889013585,T_truncatus_KFOLD_5
1,0.02856417189976801,0.5787790810099421,0.014515465939253392,0.006772003380252754,0.27123690284139457,0.025386015126092988,0.07474635980329611,0.5787790810099421,S_attenuata_KFOLD_5
2,0.08302874238221514,0.28956591113461805,0.058156462008966806,0.02263452434833464,0.3193034825243375,0.06535021150933572,0.16196066609219212,0.3193034825243375,S_frontalis_KFOLD_5
3,0.019702990966435286,0.3156040571772668,0.027763520104347676,0.008356745476669307,0.4664216964554,0.04492912905045522,0.11722186076942573,0.4664216964554,S_frontalis_KFOLD_5
4,0.24072124895460947,0.19298846254441676,0.046713712147904665,0.13477504291141976,0.08239882475680185,0.10630529278707748,0.19609741589777013,0.24072124895460947,Delphinus_KFOLD_5
5,0.2710414571003704,0.2028679537013248,0.027550950031426248,0.1106746615625402,0.07561111249070923,0.0768843185913098,0.23536954652231934,0.2710414571003704,Delphinus_KFOLD_5
6,0.1668464397949207,0.06989284990085495,0.3140293652492951,0.1159993589533119,0.10703874962342756,0.05190119512352999,0.17429204135465987,0.3140293652492951,S_bredanensis_KFOLD_5
7,0.053774468344412484,0.23423275222947035,0.0074785899547355665,0.10974134959507224,0.1890364688769284,0.23094020416967337,0.1747961668297076,0.23423275222947035,S_attenuata_KFOLD_5
8,0.13307456007561885,0.07882697693024618,0.0261126529399854,0.334845583181662,0.202105515392268,0.03821415229052282,0.18682055918969676,0.334845583181662,S_clymene_KFOLD_5
9,0.06551195217963365,0.1396187224556046,0.010504084863140724,0.25172684566259085,0.33392989401524137,0.03742064604785555,0.16128785477593327,0.33392989401524137,S_frontalis_KFOLD_5
10,0.1295616259806689,0.3122413330144332,0.05438429779514172,0.09514632296240058,0.14955608825641326,0.07411638077771292,0.18499395121322953,0.3122413330144332,S_attenuata_KFOLD_5
11,0.09481979098148664,0.11434356701639811,0.024599458344556718,0.06074345796791725,0.47199757303370315,0.06995125748270678,0.16354489517323123,0.47199757303370315,S_frontalis_KFOLD_5
12,0.3414868676109614,0.13816524739709374,0.042589336503642654,0.11916301593255245,0.12803568790905392,0.059187099142018404,0.1713727455046774,0.3414868676109614,Delphinus_KFOLD_5
13,0.065912442586524,0.1195707386991173,0.01128290352226104,0.3406918467021566,0.24029134129267646,0.0372112754974407,0.18503945169982397,0.3406918467021566,S_clymene_KFOLD_5
14,0.10607701391032745,0.07897366330071982,0.05884738403849521,0.052123077288649865,0.5932167336049063,0.02314139296086263,0.0876207348960387,0.5932167336049063,S_frontalis_KFOLD_5
15,0.06806010166051799,0.43923865547449764,0.004109760901583454,0.14577333887684213,0.13654397054147718,0.08429252882107492,0.12198164372400674,0.43923865547449764,S_attenuata_KFOLD_5
16,0.033171144479330915,0.5345689162185148,0.002463439866979161,0.1292901651715515,0.15148048731882557,0.061312324802763274,0.08771352214203491,0.5345689162185148,S_attenuata_KFOLD_5
17,0.029049678683994013,0.5188546590783649,0.03675477012238965,0.013217070966744534,0.29318175417958753,0.017635875819165734,0.09130619114975361,0.5188546590783649,S_attenuata_KFOLD_5
18,0.022900072526355186,0.6225746634624729,0.011479901200363915,0.061820040860337946,0.1577409264196991,0.05401591862834491,0.06946847690242605,0.6225746634624729,S_attenuata_KFOLD_5
19,0.13371090698516125,0.29604726644607804,0.06932021255396477,0.0562678530802526,0.25228398480311276,0.041101516396526164,0.1512682597349045,0.29604726644607804,S_attenuata_KFOLD_5
20,0.03518468097413696,0.4788231885312789,0.008142795456456759,0.038055365338834905,0.33030976541291357,0.04012609608390773,0.06935810820247118,0.4788231885312789,S_attenuata_KFOLD_5
21,0.05594510985989026,0.4609189182958876,0.00992788925599743,0.09404573693662932,0.18783957306981655,0.07762893892592679,0.1136938336558521,0.4609189182958876,S_attenuata_KFOLD_5
22,0.04310818850350867,0.20418209894974249,0.004814320828502362,0.159157908572426,0.06580294860458287,0.4053843196733148,0.11755021486792286,0.4053843196733148,S_longirostris_KFOLD_5
23,0.11323810093034954,0.18251818473387643,0.018809827450634968,0.004655115625267993,0.532215800666045,0.016689343800818678,0.13187362679300735,0.532215800666045,S_frontalis_KFOLD_5
24,0.013262083677272819,0.7250015868887745,0.005113787872669159,0.008452267550958523,0.1635907046027169,0.02956039462089529,0.055019174786712775,0.7250015868887745,S_attenuata_KFOLD_5
25,0.013348010412456257,0.8396438482089742,0.0025689563917630177,0.010962925731543824,0.08200368914447151,0.022328220899546655,0.029144349211244463,0.8396438482089742,S_attenuata_KFOLD_5
26,0.17538839884163537,0.08522714342387762,0.12146523247979588,0.02179810043166056,0.4742298448050276,0.04957223420657096,0.07231904581143206,0.4742298448050276,S_frontalis_KFOLD_5
27,0.29693281714090025,0.09687701286411379,0.10445327534870938,0.09453664328730318,0.2251340315065431,0.06653901635060815,0.11552720350182219,0.29693281714090025,Delphinus_KFOLD_5
28,0.03605175507892812,0.13913383691386652,0.015572049706025826,0.024152599423485552,0.6647969717790593,0.019142589846531013,0.10115019725210375,0.6647969717790593,S_frontalis_KFOLD_5
29,0.06378062241748648,0.20459995982159557,0.019395582574971138,0.13140579481137976,0.32361083763469917,0.06565757782153941,0.19154962491832853,0.32361083763469917,S_frontalis_KFOLD_5
