,Delphinus_LOGO_WH,S_attenuata_LOGO_WH,S_bredanensis_LOGO_WH,S_clymene_LOGO_WH,S_frontalis_LOGO_WH,S_longirostris_LOGO_WH,T_truncatus_LOGO_WH,Max_Score,Classification
0,0.03575440930210265,0.031782128791077,0.002570482633599866,0.18509703011367593,0.01792770074949728,0.5396744966032625,0.18719375180678485,0.5396744966032625,S_longirostris_LOGO_WH
1,0.11915646915524206,0.028120400288449032,0.013159664836340124,0.17049509428129023,0.022336835755581964,0.41031064089793423,0.23642089478516243,0.41031064089793423,S_longirostris_LOGO_WH
2,0.4801261601188709,0.10113772686876228,0.04165112353679906,0.12398855757977363,0.1168050114653175,0.06699255938442783,0.06929886104604896,0.4801261601188709,Delphinus_LOGO_WH
3,0.15848095439315554,0.17997517016816503,0.013888160998824648,0.15142938567893396,0.06342421354739325,0.15263950270058324,0.2801626125129446,0.2801626125129446,T_truncatus_LOGO_WH
4,0.11059823454047195,0.09131103622266437,0.004883852693955344,0.032095057688134164,0.07118700544099717,0.5858107325348167,0.10411408087896032,0.5858107325348167,S_longirostris_LOGO_WH
5,0.2820189964002767,0.054719761258767895,0.036617856731492295,0.060690040746567975,0.16832454753803416,0.29569581768266673,0.1019329796421943,0.29569581768266673,S_longirostris_LOGO_WH
6,0.3076091881181695,0.05208986327413169,0.0576300693451975,0.059894414866667064,0.1197323579909236,0.3131149591348378,0.08992914727007292,0.3131149591348378,S_longirostris_LOGO_WH
7,0.2328080979646737,0.06649468262885512,0.06266898974295451,0.05632413682318441,0.16447556727410095,0.2856573741254608,0.13157115144077058,0.2856573741254608,S_longirostris_LOGO_WH
8,0.25493241196798927,0.09497086110412409,0.023291508599261677,0.12650975450529436,0.041697057491465336,0.24827720808196788,0.21032119824989742,0.25493241196798927,Delphinus_LOGO_WH
9,0.26648094578661113,0.16380292225941753,0.016941610695062375,0.07783698026335717,0.025453179922582846,0.2208631519734256,0.22862120909954356,0.26648094578661113,Delphinus_LOGO_WH
10,0.3311902153510807,0.11027614304015416,0.012504066412263263,0.046588768216113116,0.023046422866960695,0.32101554472288585,0.1553788393905421,0.3311902153510807,Delphinus_LOGO_WH
11,0.11904201561397673,0.05182607062838215,0.004527027905102101,0.22409697680920887,0.035661135009354486,0.41067511983189464,0.15417165420208095,0.41067511983189464,S_longirostris_LOGO_WH
12,0.06533836589263212,0.2564400722745381,0.0026344052530999605,0.2437020422862008,0.08059405114918396,0.14979646599531624,0.20149459714902895,0.2564400722745381,S_attenuata_LOGO_WH
